name,category,description,example_prompt,effort,loader_feasibility,priority,source,usefulness,score_composite,rationale,demand_source,demand_evidence,score_browser_local,score_audience,score_composability,score_demand,feasibility_verified,feasibility_note
bubble-chart,data,"Render a bubble chart encoding x, y, and a size dimension (with optional color/labels).",Make a bubble chart of GDP vs life-expectancy sized by population,S,Pure-Rust plotting to a PNG/SVG image; no server.,3,v1,3,,A standard chart type not present in the large existing chart catalog.,,,,,,,,
buffer-ph,math,Compute buffer pH via the Henderson-Hasselbalch equation from pKa and ratios.,"pH of an acetate buffer, pKa 4.76, with 0.1M acid and 0.2M base?",S,"Plain Rust/WASM log arithmetic, offline.",3,v1,3,,A standard chemistry-lab calculation distinct from the strong/weak-acid pH tool.,,,,,,,,
bullet-to-prose,text,"Convert a bullet list into flowing prose, or flowing prose back into a bullet list.",Turn these bullet points into a paragraph [list],M,transformers-js small seq2seq model runs in-browser; bullet→prose needs light generation.,3,v1,3,,A frequent writing chore distinct from paraphrase or outline generation.,,,,,,,,
caffeine-calc,utility,"Model caffeine remaining in your body over time from doses, with a sleep-threshold estimate.","If I drink 200mg coffee at 3pm, how much is left at bedtime?",S,"Plain Rust/WASM exponential-decay math, offline.",3,v1,3,,"A consumer-friendly, sleep-relevant take beyond a generic half-life calculator.",,,,,,,,
calendar-generate,utility,Generate a printable month or year calendar image/PDF with optional events and week-start.,Make a printable July 2026 calendar,M,Pure-Rust layout → PNG/PDF in-browser.,3,v1,3,,"Common printable need; calendar-heatmap is a data viz, not a usable calendar.",,,,,,,,
calendar-link-generate,web,"Generate 'Add to Calendar' links for Google, Outlook, Office365, and Yahoo from event details.",add-to-calendar links for a meeting Tue 3pm-4pm titled 'Sync',S,Pure Rust→WASM URL builders; complements the existing ical-generate (.ics file).,3,v1,3,,Web calendar links are the most-shared event format and aren't covered by .ics generation.,,,,,,,,
calorie-burn,utility,"Estimate calories burned for an activity, duration, and body weight using MET values.",How many calories does 45 minutes of cycling burn for a 70kg person?,S,Plain Rust→WASM with a bundled MET table; browser-local.,3,v1,3,,Activity calorie calculators are popular and distinct from the daily-needs tdee tool.,,,,,,,,
cap-table-dilution,math,Model equity dilution across a funding round and show pre/post ownership percentages for each holder.,"if we raise $2M at $8M pre on a 1M-share table, what's my dilution?",S,plain Rust→WASM cap-table math; local.,3,v1,3,,Founders and employees constantly model dilution; nothing here does cap-table math.,,,,,,,,
capacitor-code,math,Decode capacitor markings (e.g. 104 = 100nF) and encode a value back to a code.,What capacitance is marked 473?,S,"Plain Rust/WASM lookup and arithmetic, offline.",3,v1,3,,Makers decode capacitor codes constantly; only a resistor color decoder exists.,,,,,,,,
carbon-footprint,utility,"Estimate CO2 emissions for a flight, drive, or trip from distance and mode.",How much CO2 for a round-trip flight London to New York?,S,Plain Rust/WASM with bundled emission factors; offline.,3,v1,3,,Widely searched and trivially offline with standard factors.,,,,,,,,
card-validate,utility,"Validate a credit-card number (Luhn), detect the brand, and generate test card numbers.",is 4242 4242 4242 4242 a valid Visa test card?,S,Plain Rust to WASM — pure compute.,3,v1,3,,Luhn checks and test cards are everyday needs for devs building checkout flows.,,,,,,,,
cefr-level,text,Estimate a text's CEFR difficulty (A1–C2) for language learners with per-word level breakdown.,What CEFR level is this paragraph? [text],M,"Plain Rust/WASM over bundled CEFR word-frequency lists plus readability heuristics, all offline.",3,v1,3,,Teachers and learners need difficulty grading distinct from English-only readability scores.,,,,,,,,
cellular-automaton,image,Simulate Conway's Game of Life or elementary rules and export the result as an image or GIF.,Run Game of Life on a glider gun for 100 steps and animate it,M,Plain Rust/WASM grid simulation; frames assembled to GIF via ffmpeg or pure encoder.,3,v1,3,,A classic CS/maths demo that's perfect for an inline-rendering chat.,,,,,,,,
cert-decode,dev,"Decode an X.509 PEM/DER certificate and show subject, issuer, validity dates, SANs, key type, and fingerprints.",decode this PEM certificate and tell me when it expires,M,Plain Rust→WASM: the x509-parser crate parses certs entirely client-side (sensitive certs never leave the browser).,3,v1,3,,A common security/ops task that extends the existing jwt-decode into TLS certificates.,,,,,,,,
certificate-generate,image,"Generate a printable certificate or diploma (PDF/image) from a name, title, and template.",Make a 'Certificate of Completion' for Jane Doe,M,Plain Rust/WASM layout to PDF/PNG; offline.,3,v1,3,,Recurring need for courses/events with no current generator.,,,,,,,,
chapter-generate,video,Generate YouTube-style chapters/timestamps from a transcript by segmenting and labeling topics.,Make chapter timestamps from this video transcript,M,transformers-js segmentation/summarization over transcript text in-browser; local.,3,v1,3,,Auto-chaptering is a top creator request and reuses local NLP without uploading the video.,,,,,,,,
char-info,utility,"Inspect characters in a string: Unicode codepoint, name, category, block, and UTF-8 bytes.",what is the character '✓' and its codepoint?,S,plain Rust→WASM with the Unicode character database.,3,v1,3,,Indispensable for debugging encoding/invisible-character issues.,,,,,,,,
checksum,dev,"Compute non-cryptographic checksums (CRC32, CRC16, Adler-32) of text or a file.",what's the CRC32 of this file?,S,plain Rust→WASM (crc/adler crates).,3,v1,3,,Data-integrity checks distinct from the cryptographic hash tool.,,,,,,,,
chess-fen-render,image,"Render a chess board image from a FEN string, with orientation and coordinate options.",Show this position: rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR,M,Plain Rust/WASM board drawing to PNG/SVG; offline.,3,v1,3,,Useful for chess content/teaching and renders inline; no chess tool exists.,,,,,,,,
chess-pgn-to-gif,image,Animate a chess game from PGN into a GIF or MP4 of the moves.,Turn this PGN game into an animated GIF,M,Plain Rust/WASM PGN parse + board frames + ffmpeg GIF; offline.,3,v1,3,,Shareable game replays building on chess-fen-render.,,,,,,,,
chmod-calc,dev,Convert Unix file permissions between octal (755) and symbolic (rwxr-xr-x) and explain each bit.,what does chmod 640 mean and what's the symbolic form?,S,"Plain Rust→WASM: bit arithmetic, runs instantly.",3,v1,3,,Perennial reference tool for developers and sysadmins.,,,,,,,,
chord-detect,audio,Detect the chord progression of a song over time from its chroma features.,what chords are in this song?,M,onnx-runtime (or plain-Rust chroma + template matching) in-browser.,3,v1,3,,Musicians' staple distinct from key/BPM detection.,,,,,,,,
chord-diagram,data,Render a circular chord diagram showing flows/relationships between categories from a matrix or edge list.,make a chord diagram of migration flows between these regions,M,plain Rust→WASM SVG generation; local.,3,v1,3,,"Chord diagrams are a distinctive, popular relationship viz not covered by network-graph or sankey.",,,,,,,,
chord-progression-generate,audio,"Generate common chord progressions in a chosen key and style (pop, jazz, blues), with Roman numerals.",Give me a few sad chord progressions in A minor,S,Plain Rust/WASM music-theory generator; offline.,3,v1,3,,Popular songwriting aid with no existing equivalent.,,,,,,,,
chroma-key,video,Remove a green/solid-color background from a video to produce a transparent WebM or composite over a new background.,key out the green screen in this clip and make the background transparent,M,ffmpeg (already wired): colorkey/chromakey filters run locally.,3,v1,3,,Brings background-remove's appeal to video for creators without desktop software.,,,,,,,,
cidr-merge,utility,Summarize a list of IPs/ranges into the minimal set of CIDR blocks (and expand back).,"merge these into CIDRs: 10.0.0.0-10.0.0.255, 10.0.1.0/24",S,Pure Rust→WASM IP math.,3,v1,3,,Network/firewall admins need range summarization; subnet-calc only handles a single CIDR.,,,,,,,,
citation-format,text,"Format a reference (or BibTeX/DOI fields) into APA, MLA, Chicago, or IEEE citation style.",format this paper as an APA citation,M,"Plain Rust CSL-style engine to WASM — pure string transform, runs locally.",3,v1,3,,Students and researchers constantly need correctly formatted citations.,,,,,,,,
classic-cipher,text,"Apply or break classic ciphers (ROT13, Caesar, Atbash, Vigenère) on a string.",decode this Caesar cipher shifted by 3: 'Khoor Zruog',S,"Plain Rust→WASM: pure character arithmetic, runs instantly in-browser.",3,v1,3,,Common puzzle/CTF/learning tool found in every developer toolbox.,,,,,,,,
code-complexity,dev,Compute cyclomatic complexity and a maintainability estimate per function for pasted code.,how complex is this function? <paste>,M,Plain Rust→WASM lightweight parser; extends loc-count which only counts lines.,3,v1,3,,Quick complexity feedback is a common review aid not yet covered.,,,,,,,,
color-blindness-sim,image,"Simulate how an image appears to people with protanopia, deuteranopia, or tritanopia for accessibility checks.",show me how this chart looks to someone with red-green color blindness,S,webgpu-compute or plain Rust: per-pixel color-matrix transform runs locally.,3,v1,3,,Accessibility review is increasingly required and there's no good quick in-chat tool for it.,,,,,,,,
color-contrast-fix,dev,Suggest the nearest accessible color that meets a WCAG contrast target against a given background.,My text #777 fails AA on white — give me the closest passing color,S,Plain Rust→WASM contrast math + color search; browser-local.,3,v1,3,,contrast-check only reports pass/fail; suggesting an accessible fix is the action designers actually want.,,,,,,,,
color-convert,utility,"Convert colors between HEX, RGB, HSL, and named colors and show a swatch.",Convert #3366ff to HSL and RGB,S,plain Rust color math compiled to WASM converts locally and can render a swatch PNG.,3,v1,3,,A handy designer/developer utility that is small and self-contained.,,,,,,,,
color-mixer,utility,Mix two or more colors at given ratios (additive or subtractive) and show the resulting swatch and codes.,Mix 70% #3366FF with 30% white and give me the hex,S,Plain Rust→WASM color math; browser-local.,3,v1,3,,Color mixing is a common design need distinct from harmony/shade palette generation.,,,,,,,,
colorblind-safe-palette,utility,Generate a categorical color palette that stays distinguishable under common color-vision deficiencies.,give me 6 colorblind-safe chart colors,M,plain Rust→WASM color math + CVD simulation check; local.,3,v1,3,,Accessible chart palettes are a real design-system need; existing tools simulate or check CVD but don't generate safe sets.,,,,,,,,
combinatorics,math,"Compute factorials, permutations (nPr), combinations (nCr), and binomial coefficients with big-integer support.",How many ways to choose 5 from 52? (52 choose 5),S,plain WASM — arbitrary-precision integer math runs locally.,3,v1,3,,"Counting problems come up in probability, stats, and interviews and overflow naive calculators.",,,,,,,,
commit-message-generate,dev,Generate a Conventional Commits message from a pasted git diff.,write a commit message for this diff: <paste diff>,M,transformers-js small instruct model; diff parsing in Rust to keep the prompt tight.,3,v1,3,,A staple AI dev tool; distinct from the existing changelog-from-commits which only groups finished messages.,,,,,,,,
complex-calc,math,Do arithmetic on complex numbers and convert between rectangular and polar form (modulus/argument).,Multiply (3+4i) by (1-2i) and give polar form,S,"plain WASM — complex arithmetic in pure Rust, fully local.",3,v1,3,,Engineering and signals students need complex-number support the basic calculator lacks.,,,,,,,,
compress-text,dev,Compress or decompress text/data with gzip or brotli and report the size savings.,Gzip this JSON and tell me how much smaller it gets,S,Pure Rust→WASM flate2/brotli; offline byte processing.,3,v1,3,,Estimating payload sizes and round-tripping compressed blobs is a handy dev/debugging task with no server option needed.,,,,,,,,
confusion-matrix,data,Build a confusion matrix and classification metrics (precision/recall/F1/accuracy) from predicted vs actual labels.,Compute a confusion matrix from these y_true and y_pred columns,S,Pure-Rust counting + heatmap rendering; no model needed.,3,v1,3,,Core ML-evaluation artifact missing from the data/stats tools.,,,,,,,,
contrast-matrix,utility,"Build a contrast-ratio matrix for a palette, showing every foreground/background pair's WCAG AA/AAA pass/fail.",check all color combinations in this 5-color palette for WCAG contrast,M,plain Rust→WASM contrast math + table render; local.,3,v1,3,,Design systems need full pairwise contrast grids; contrast-check only evaluates a single pair.,,,,,,,,
cookie-parse,web,"Parse a Cookie or Set-Cookie header into structured attributes (name, value, domain, path, expiry, SameSite, Secure, HttpOnly).",Parse this Set-Cookie header into its attributes,S,Plain Rust→WASM string parsing; browser-local.,3,v1,3,,Cookie-header debugging is a frequent web-dev task with no current tool.,,,,,,,,
coordinate-convert,utility,"Convert geographic coordinates between decimal degrees, DMS, and UTM, and parse pasted coordinate strings.","Convert 48°51'29.6""N 2°17'40.2""E to decimal degrees",M,"plain WASM — coordinate format math in pure Rust, no network.",3,v1,3,,"Mapping, surveying, and GIS work routinely needs coordinate-format conversion.",,,,,,,,
country-info,utility,"Look up a country's capital, currency, calling code, ISO codes, languages, and flag.",give me the country info for Portugal,S,Pure Rust→WASM over a bundled country dataset.,3,v1,3,,A high-frequency reference lookup in the same family as element-info.,,,,,,,,
cpm-calc,math,Solve advertising CPM/CPC/CTR relationships from any known values.,"CPM if 50,000 impressions cost $400",S,Pure Rust→WASM.,3,v1,3,,Core ad-buying math with no current tool.,,,,,,,,
create-patch,dev,"Generate a proper unified diff (.patch) between an original and edited text, ready to apply with git.",make a unified diff between these two versions of the file,S,plain Rust→WASM diff algorithm; local.,3,v1,3,,Producing an applyable patch is distinct from displaying a diff or applying one (both of which already exist).,,,,,,,,
crontab-build,dev,Build a cron expression from a described schedule (e.g. 'every weekday at 9am').,give me a cron for every Monday at 6:30pm,S,plain Rust→WASM schedule parser; reverse of cron-parse.,3,v1,3,,Writing cron is error-prone; a generator complements the existing explainer.,,,,,,,,
crosstab,data,Build a contingency/crosstab table of counts (or a chosen aggregate) for two categorical columns.,Cross-tabulate 'region' by 'product' counts in this CSV,M,"Plain Rust→WASM grouping; pure compute, browser-local.",3,v1,3,,Contingency tables are a fundamental analytics view distinct from value-aggregating pivots.,,,,,,,,
crypto-address-validate,utility,Validate a Bitcoin or Ethereum address (checksum and format) and report its type.,is 0x52908400098527886E0F7030069857D2E4169EE7 a valid ETH address?,S,Pure Rust→WASM checksum (EIP-55 / Base58Check) verification.,3,v1,3,,Address validation is a common Web3 safety check absent from the iban/card validators.,,,,,,,,
cryptogram-generate,utility,Turn a phrase into a substitution-cipher cryptogram puzzle with an answer key.,Make a cryptogram puzzle from this quote,S,"Plain Rust/WASM substitution and rendering, offline.",3,v1,3,,A fun printable puzzle distinct from cipher encoders/decoders.,,,,,,,,
csp-generate,dev,Build a Content-Security-Policy header from allowed sources and directives.,"build a CSP allowing self, Google Fonts, and inline styles",S,Pure Rust→WASM string assembly and validation.,3,v1,3,,"CSP is hard to author by hand; the existing security-headers-audit only grades, it doesn't generate.",,,,,,,,
csr-decode,dev,"Decode a Certificate Signing Request and show its subject, SANs, key type, and signature algorithm.",Decode this CSR and show what's in it,M,Plain Rust/WASM ASN.1 parse; offline.,3,v1,3,,cert-decode handles certs; verifying a CSR before submission is a separate common need.,,,,,,,,
csr-generate,dev,"Generate a private key and a Certificate Signing Request (CSR) from subject/SAN fields, exported as PEM.",generate a CSR and key for example.com with a www SAN,M,"Plain Rust crypto (rcgen/rsa+der) to WASM — pure compute, no server.",3,v1,3,,Sysadmins routinely need a CSR; complements keypair-generate and cert-decode.,,,,,,,,
css-clamp,dev,Generate a responsive CSS clamp() expression for fluid typography/spacing from min/max sizes and viewports.,give me a clamp() for font-size from 16px at 320px to 24px at 1200px,S,Plain Rust to WASM — pure math/string output.,3,v1,3,,Fluid clamp() generators are a popular modern-CSS utility.,,,,,,,,
css-clip-path-generate,dev,"Generate CSS clip-path shapes (polygon, circle, inset, custom points) with a preview.",Give me a clip-path that makes a hexagon,S,"Pure-Rust geometry → CSS string, rendered in-browser.",3,v1,3,,Common CSS-shape generator not covered by the existing grid/flexbox/gradient/shadow generators.,,,,,,,,
css-filter-generate,dev,"Build and preview a CSS filter chain (blur, brightness, contrast, saturate, hue-rotate, drop-shadow).","CSS filter for 80% brightness, 120% contrast, slight blur",S,Pure Rust→WASM code emit with preview; produces CSS rather than rasterizing.,3,v1,3,,Generates CSS code (unlike the raster image-filter tool) and is a routine front-end task.,,,,,,,,
css-flexbox-generate,dev,"Generate Flexbox container and item CSS (direction, justify, align, wrap, gap).",Give me flexbox CSS to center items vertically and space them apart horizontally,S,"Plain Rust→WASM templating; pure compute, browser-local.",3,v1,3,,"Flexbox alignment is a constant source of lookups, making a generator broadly useful.",,,,,,,,
css-gradient-generate,dev,"Generate CSS linear/radial/conic gradient code from color stops, with a live preview swatch.",give me CSS for a sunset linear gradient,S,"Plain Rust renders a preview PNG plus emits CSS, to WASM — fully local.",3,v1,3,,CSS gradient generators are among the most-used frontend tools; image-gradient only outputs an image.,,,,,,,,
css-grid-generate,dev,"Generate CSS Grid template code (columns, rows, areas, gap) from a layout spec.",Generate CSS grid for a 3-column layout with a header and footer spanning all columns,M,"Plain Rust→WASM templating; pure compute, browser-local.",3,v1,3,,CSS grid generators are among the most-used front-end helper tools.,,,,,,,,
css-loader-generate,dev,"Generate a CSS-only loading spinner/animation with adjustable size, color, and speed.",Give me a CSS spinner that's blue and 40px,S,Pure-Rust string templating emits CSS + a live preview; no network or model.,3,v1,3,,"A staple front-end generator (it-tools, 10015.io, loading.io) absent from the CSS toolset.",,,,,,,,
css-selector-test,dev,Test a CSS selector against pasted HTML and show which elements match.,Which elements does 'div.card > h2' match in this HTML?,S,Plain Rust→WASM HTML parse + selector engine (scraper); browser-local.,3,v1,3,,Testing selectors against pasted HTML differs from css-select-extract (which fetches a URL) and aids scraping/styling.,,,,,,,,
css-specificity,dev,Compute and compare the specificity of CSS selectors and explain the score.,What's the specificity of '#nav ul li.active a' and which selector wins between two?,S,"Plain Rust→WASM selector parser; pure compute, browser-local.",3,v1,3,,Specificity confusion causes real CSS bugs; a calculator clears it up instantly.,,,,,,,,
css-to-tailwind,dev,Convert raw CSS declarations into equivalent Tailwind utility classes.,Convert this CSS rule into Tailwind classes,M,"Plain Rust→WASM property-to-utility mapping; pure compute, browser-local.",3,v1,3,,"With Tailwind's dominance, CSS-to-Tailwind conversion is a heavily searched-for utility.",,,,,,,,
css-unit-convert,dev,"Convert CSS units (px, rem, em, pt, %) given a root/base font size.",convert 24px to rem at 16px base,S,Plain Rust to WASM — trivial pure compute.,3,v1,3,,px/rem conversion is a constant frontend chore.,,,,,,,,
csv-anonymize,data,"Mask, hash, or fake specified columns of a CSV to safely share data while keeping structure.",Anonymize the email and name columns of this CSV,M,Pure-Rust per-column transforms (hash/redact/synthetic) in-browser.,3,v1,3,,Column-aware structured anonymization is distinct from free-text redact-pii and a frequent data-sharing task.,,,,,,,,
csv-column-split,data,"Split one column into several by a delimiter, or concatenate multiple columns into one.",Split the 'full_name' column into first and last name,S,"Plain Rust→WASM string ops; pure compute, browser-local.",3,v1,3,,Splitting/merging columns is a frequent cleaning task not covered by csv-clean.,,,,,,,,
csv-fill-missing,data,"Impute missing CSV values with mean/median/mode, forward-fill, or a constant per column.",Fill the blank cells in this CSV with the column median,M,"plain WASM — per-column statistics and substitution over parsed rows, fully local.",3,v1,3,,Handling missing data is a ubiquitous cleaning task that complements csv-clean.,,,,,,,,
csv-melt,data,Unpivot a wide table into long/tidy format (id columns plus variable/value pairs).,Melt this wide sales-by-month table into long format,M,"Plain Rust→WASM reshape; pure compute, browser-local.",3,v1,3,,The inverse of csv-pivot and an essential reshape step for charting and analysis.,,,,,,,,
csv-sample,data,"Take a random, stratified, or top/bottom-N sample of rows from a large CSV.",Give me a random 100-row sample of this big CSV,S,plain WASM — reservoir sampling over parsed rows runs locally with no network.,3,v1,3,,Sampling big files for quick inspection is a frequent practical need.,,,,,,,,
csv-split,data,"Split a large CSV into multiple files by row count, file count, or the value of a chosen column.",split this CSV into files of 1000 rows each,S,"Plain Rust→WASM: row streaming and partitioning in memory, no network.",3,v1,3,,"Practical chunking utility for import limits and per-group exports, complementing csv-clean.",,,,,,,,
csv-to-geojson,data,Convert a CSV/JSON table with latitude/longitude columns into GeoJSON points (and back).,Turn this CSV of store locations into GeoJSON,S,Plain Rust/WASM transform; offline.,3,v1,3,,Standard GIS plumbing step with no existing tool.,,,,,,,,
csv-to-html,data,"Convert a CSV/JSON table into a styled, ready-to-paste HTML table.",Turn this CSV into an HTML table,S,Pure-Rust serialization to HTML in-browser.,3,v1,3,,table-format only emits Markdown/ASCII; HTML output is a common separate need.,,,,,,,,
csv-to-sql,data,Generate SQL CREATE TABLE and INSERT statements from a CSV/JSON table with inferred column types.,turn this CSV into SQL insert statements for a table called customers,S,plain Rust→WASM (type inference + SQL emit); pure compute.,3,v1,3,,Seeding a database from a spreadsheet is a frequent task that complements the existing sql-query tool.,,,,,,,,
csv-to-vcard,utility,Convert a CSV/JSON contact list into a single .vcf file of vCards for bulk import.,turn this CSV of contacts into a vCard file,S,Plain Rust to WASM — pure text transform.,3,v1,3,,Bulk contact import is common; the existing vcard tool makes only one card.,,,,,,,,
cubic-bezier-easing,dev,"Build and visualize a CSS cubic-bezier easing curve from control points or a named preset, emitting the CSS.",Give me an ease-out-back cubic-bezier for CSS transitions,S,"plain WASM — curve sampling and a local preview render, pure compute.",3,v1,3,,Animation easing tuning is a popular front-end task with a clean offline path.,,,,,,,,
curl-builder,dev,"Build a curl command from method, URL, headers, query, and JSON/body.","build a curl POST to /api/login with JSON {user,pass} and a bearer token",S,Pure Rust→WASM string assembly; the reverse of the existing curl-convert.,3,v1,3,,Constructing curl by hand is error-prone; curl-convert only goes curl→code.,,,,,,,,
data-bin,data,Bin a numeric column into equal-width or quantile buckets and label each row.,Bin the 'age' column into 5 quantile buckets,M,"Plain Rust/WASM binning, offline.",3,v1,3,,Discretizing continuous variables is a common analysis/ML step distinct from histogram charting.,,,,,,,,
data-normalize,data,"Scale numeric columns with min-max, z-score, or robust scaling for ML and comparison.",Z-score normalize the numeric columns in this table,S,plain WASM — column statistics and rescaling are pure local arithmetic over parsed rows.,3,v1,3,,Feature scaling is a standard preprocessing step for the embedding/ML pipelines users build.,,,,,,,,
dca-calc,math,Model a dollar-cost-averaging investment plan and compare it to a lump sum.,What if I invest $200/month at 7% for 10 years?,S,Plain Rust/WASM compounding math + chart; offline.,3,v1,3,,Popular personal-investing scenario distinct from generic ROI/retirement tools.,,,,,,,,
decibel-calc,math,"Convert between decibels and linear ratios for power, voltage, and dBm.",Convert a voltage gain of 10 to dB,S,"Plain Rust/WASM log arithmetic, offline.",3,v1,3,,A frequent audio/RF conversion that the linear unit-convert tool can't handle.,,,,,,,,
decision-matrix,data,Score options against weighted criteria and rank them (weighted decision matrix).,"decision matrix: options A,B,C scored on cost(0.5), speed(0.3), risk(0.2)",S,Pure Rust→WASM scoring + table render.,3,v1,3,,A widely-used decision-making aid with no equivalent in the data tools.,,,,,,,,
denoise-image,image,Remove sensor noise/grain from a photo with a learned denoising model while preserving detail.,clean up the noise in this low-light photo,L,onnx-runtime (DnCNN/SCUNet ONNX) runs in-browser; complements upscale but targets noise.,3,v1,3,,"Denoising is a distinct, valuable restoration step from upscaling and runs on the same ONNX stack.",,,,,,,,
depth-estimate,image,Produce a depth map from a single photo.,Make a depth map of this photo: <image url or ref>,M,transformers-js runs DPT/Depth-Anything ONNX models in-browser; outputs a grayscale PNG.,3,v1,3,,"Enables fun and practical effects (parallax, bokeh) entirely client-side.",,,,,,,,
detect-language,text,Detect which natural language a snippet of text is written in.,What language is this? 'Wie geht es dir?',S,plain Rust (whatlang/lingua) compiled to WASM does statistical n-gram detection with no model download.,3,v1,3,,"Tiny, instant, dependency-light helper that often precedes translate or summarize.",,,,,,,,
device-mockup,image,"Place a screenshot inside a realistic device bezel (iPhone, MacBook, browser window).",put this screenshot in an iPhone frame,M,plain Rust→WASM perspective composite onto bundled device frames.,3,v1,3,,Marketing/portfolio mockups are a popular product; differs from generic chrome beautify by using true device bezels.,,,,,,,,
dice-roll,math,"Roll dice with standard notation (e.g. 3d6+2, advantage) and show the total and per-die breakdown.",Roll 4d6 drop lowest for a D&D stat,S,Plain Rust→WASM PRNG + dice-notation parser; browser-local.,3,v1,3,,Dice-notation rollers are constantly used by tabletop players and distinct from a generic random picker.,,,,,,,,
diff-highlight,dev,"Render a unified diff or two texts as a polished, syntax-highlighted side-by-side image for sharing in PRs and chats.",make a shareable image of the diff between these two snippets,S,plain Rust→WASM diff + styled render; local.,3,v1,3,,Pretty diff screenshots are popular for reviews and social; text-diff only outputs the textual diff.,,,,,,,,
dilution-calc,math,Solve solution dilution (C1V1 = C2V2) for any missing concentration or volume.,How much water to dilute 50mL of 5M HCl to 1M?,S,Plain Rust/WASM arithmetic; offline.,3,v1,3,,Universal lab/chemistry calculation with no current tool.,,,,,,,,
dir-tree,dev,Render an ASCII directory tree from an indented list or a set of file paths for READMEs.,Make an ASCII file tree from this list of paths,S,Plain Rust/WASM text transform; offline.,3,v1,3,,Ubiquitous in documentation with no existing generator.,,,,,,,,
disposable-email-detect,web,Flag whether an email uses a disposable/temporary-mail domain.,is test@mailinator.com a disposable email?,S,Pure Rust→WASM lookup against a bundled disposable-domain list.,3,v1,3,,Signup-abuse screening is widely needed and distinct from email-validate's MX check.,,,,,,,,
dkim-generate,dev,Generate a DKIM signing key pair plus the DNS TXT record to publish.,Generate a DKIM key and the DNS record for my domain,M,Plain Rust/WASM RSA/Ed25519 keygen + record formatting; offline.,3,v1,3,,Email-setup task that complements the existing spf-dmarc checks.,,,,,,,,
dna-revcomp,data,Compute the reverse complement and GC content of a DNA/RNA sequence.,Reverse complement ATGCGTACG,S,Plain Rust/WASM string transform; offline.,3,v1,3,,"The most basic bioinformatics operation, with a real student/researcher audience.",,,,,,,,
dna-translate,data,Translate a DNA/RNA sequence into amino acids across reading frames using the codon table.,Translate this mRNA sequence to protein,S,Plain Rust/WASM codon lookup; offline.,3,v1,3,,Core molecular-biology tool pairing with dna-revcomp.,,,,,,,,
dockerfile-generate,dev,"Generate a sensible multi-stage Dockerfile for a chosen stack (Node, Rust, Python, Go).",write a Dockerfile for a Node 20 app with pnpm,S,Pure Rust→WASM templates per stack.,3,v1,3,,High-traffic scaffold request; pairs with the new dockerfile-lint.,,,,,,,,
dockerfile-lint,dev,Lint a Dockerfile for best-practice and security issues (hadolint-style rules).,lint this Dockerfile: <paste>,M,Plain Rust→WASM rule engine over the parsed instructions.,3,v1,3,,Dockerfiles are ubiquitous and hadolint is widely used; nothing covers it yet.,,,,,,,,
dog-breed-id,image,Identify a dog's breed (or top breed mix) from a photo.,What breed is this dog?,M,onnx-runtime breed classifier in-browser.,3,v1,3,,Perennial crowd-pleaser; a distinct fine-grained classifier from image-classify.,,,,,,,,
dotenv-convert,data,Convert a .env file to/from JSON or YAML.,convert this .env to JSON,S,plain Rust→WASM line parser with quoting rules.,3,v1,3,,Frequent devops chore moving secrets/config between formats.,,,,,,,,
duration-humanize,dev,"Parse and convert between human durations ('1h 30m'), seconds, and ISO-8601 durations, and humanize a value.",How many seconds is '2h 15m 30s'?,S,Plain Rust/WASM parse/format; offline.,3,v1,3,,time-duration-add does HH:MM:SS math; flexible parse/humanize is a different everyday need.,,,,,,,,
edge-detect,image,Produce a line-art/edge version of a photo (e.g. a coloring-book outline) via Canny edges.,turn this photo into a coloring-book outline,S,plain Rust→WASM (or WebGPU) gradient/Canny pipeline.,3,v1,3,,"Photo-to-lineart/coloring-page is a popular, well-defined transform not in the set.",,,,,,,,
editorconfig-generate,dev,Generate an .editorconfig from chosen indent/charset/line-ending rules.,"make an .editorconfig: 2-space indent, LF, trim trailing whitespace, utf-8",S,"Pure Rust→WASM string templating, no network.",3,v1,3,,Common project-bootstrap file with no generator yet alongside gitignore/license-generate.,,,,,,,,
eigen-calc,math,Compute eigenvalues and eigenvectors of a square matrix.,"Find the eigenvalues and eigenvectors of [[2,1],[1,2]]",M,"Plain Rust→WASM linear algebra (nalgebra); pure compute, browser-local.",3,v1,3,,Eigen decomposition is a core linear-algebra need missing from the existing matrix-calc.,,,,,,,,
electricity-cost,utility,"Estimate an appliance's electricity cost from wattage, hours of use, and tariff.",How much does running a 1500W heater 5 hours a day cost at $0.30/kWh per month?,S,Plain Rust→WASM arithmetic; browser-local.,3,v1,3,,Appliance energy-cost calculators are popular for budgeting and sustainability.,,,,,,,,
element-info,math,"Look up a chemical element's properties (atomic number/mass, group, electron config, density, melting point).",tell me about the element tungsten,S,Plain Rust with a bundled periodic table to WASM — no network.,3,v1,3,,Quick periodic-table lookups are useful for students and pair with molar-mass.,,,,,,,,
email-signature-generate,web,"Generate a clean HTML email signature from name, title, company, links, and logo.",Make me an HTML email signature with my title and LinkedIn,S,Plain Rust/WASM HTML templating; offline.,3,v1,3,,Common professional need with no current generator.,,,,,,,,
